1|2011年前十一个月，某省高新技术产业完成总产值3763.00亿元，实现增加值896.31亿元。增加值同比增长30.74%，比规模以上工业增加值高11.64个百分点，占规模以上工业增加值的比重达到25.32%。高新技术产业各领域的增加值如下图所示：|40.png
2|2011年发现违法用地行为7.0万件，涉及土地5.0万公顷（耕地1.8万公顷），同比分别上升5.8%、11.0%（耕地下降2.4%）。立案查处违法用地案件4.2万件，涉及土地4.4万公顷（耕地1.5万公顷），同比分别上升2.5%、11.4%（耕地下降5.7%）。依法拆除违法构建筑物1289.8万平方米，收回土地3791.2公顷（耕地1064.7公顷），罚没款26.5亿元。|41.png
3|"  截至2011年4月21日22时，沪深两市已有534家上市公司公布第一季度财报。这534家公司实现营业总收入4572.78亿元，同比增长30.74%；实现净利润336.7亿元，同比增长30.52%。不过，一季度销售收入和净利润环比则有所下降，其中营业总收入环比下降12%，净利润环比下降25%。这534家公司2011年一季度存货6167.68亿元，较上年年末增长10%。
  已公布一季度的创业板公司有71家，实现营业收入80.08亿元，同比增长73.60%；实现净利润13.16亿元，同比增长80%。已公布一季报的中小企业板公司有202家，实现营业收入789.97亿元，同比增长36%；实现净利润73.25亿元，同比增长25%。25家已公布一季报的房地产公司一季度实现营业收入193.68亿元，同比增长9%；实现净利润29.97亿元，同比增长31%；存货2892.18亿元，同比增长10%。
  已公布一季报的6家钢铁公司一季度存货为322亿元，实现营业收入493.39亿元，同比略有降低，环比下降20%；实现净利润12.65亿元，同比增长62%，环比表现更好，这6家公司2010年四季度净亏损3.77亿元。
  建筑机械类公司持续了之前的景气度，有4家公司公布一季报，实现营业总收入15.90亿元，同比增长39%；实现净利润1.18亿元，同比增长47.5%。"|
4|2011年全国农民工总量达到25278万人，比上年增加1055万人，增长4.4%。农民工从业仍以制造业、建筑业和服务业为主，从事建筑业的比重明显提高。从农民工的就业地区来看，2011年在东部地区务工的农民工16537万人，比上年增加324万人；在中部地区务工的农民工4438万人，比上年增加334万人，增长8.1%；在西部地区务工的农民工4215万人，比上年增加370万人，增长9.6%。|42.png
5|"2010年，我国进出口贸易总额为29727.6亿美元，同比增长34.7%  
 
2010年，我国机电产品出口9334.3亿美元，同比增加30.9%; 高新技术产品出口4924.1亿美元，同比增长30.7%。船舶、汽车零部件出口保持较快增长，其中船舶出口同比增长的44.5%，汽车零部件出口同比增长44.1% .  
 
2010年，机电产品进口额达到6603.1亿美元，同比增长34.4%，高新技术产品进出口额达到4126.1亿美元，同比增长33.2%"|75.png
6||76.png
7|2010年底，全国高速公路里程为7.41万公里，居世界第二位，比“十一五”规划目标增加9108公里。其中，国家高速公路5.77万公里，比上年末增加0.54万公里。“五纵七横”12条国道主干线提前13年全部建成。全国有11个省份的高速公路里程超过3000公里。|77.png
8|"2010年，某省广电实际总收入为145.83亿元，同比增长32.07%。其中，广告收入为67.08亿元，同比增长25.88%；有线网络收入为45.38亿元，同比增长26.35%；其他收入为33.37亿元，同比增长57.3%。  
 
2010年，该省广电收入中，省级收入为65.32亿元比上年增加15.5亿元；地市级收入为41.61亿元，比上年增加13.39亿元；县级收入为38.90亿元，比上年增加6.52亿元。  
 
2010年该省各市、县广电收入的区域分布如下：  
 
东部地区50.06亿元，同比增长32.48%，占市县收入份额的62.18%，该地的市均收入为10.01亿元，上年同期为7.56亿元。中部地区17.78亿元，同比增长40.70%，该地区的市均收入为5.93亿元，上年同期为4.21亿元。西部地区12.67亿元，同比增长80.86%，该地区的市均收入为2.53亿元，上年同期为1.4亿元。  
 
截止2010年底，该省有线电视用户数为1885.88万户，比上年末净增161.7万户。其中有线数字电视用户为1007.8万户，比上年末净增277.58万户。
"|
9|2008年世界稻谷总产量68501.3万吨，比2000年增长14.3%；小麦总产量68994.6万吨，比2000年增长17.8%；玉米总产量82271.0万吨，比2000年增长39.1%；大豆总产量23095.3万吨，比2000年增长43.2%。|113.png
10|"2010年上半年，全国原油产量为9848万吨，同比增长5.3%，上年同期为下降1%。进口原油11797万吨（海关统计），增长30.2%。原油加工量20586万吨，增长17.9%，增速同比加快16.4个百分点。成品油产量中，汽油产量增长6%，增速同比减缓7.9个百分点；柴油产量增长28.1%，增速同比加快15.8个百分点。
据行业统计，2010年上半年成品油表观消费量10963万吨，同比增长12.5%。其中，一、二季度分别增长16.3%和9.2%。
201O年6月份，布伦特原油平均价格为75.28美元/桶，比上月回落1.75美元/桶，同比上涨10.4%。结合国际市场油价变化情况，国家于6月1日将汽油、柴油批发价格分别下调230元/吨和220元/吨。
2010年上半年，全国天然气产量459亿立方米，同比增长10.8%，增速同比加快3.2个百分点。国家于6月1日将国产陆上天然气出厂基准价格上调了230元/千立方米。
2010年1-5月，石油石化行业实现利润1645亿元，同比增长76.4%，上年同期为下降35.4%。其中，石油天然气开采业利润1319亿元，同比增长1.67倍，上年同期为下降75.8%，炼油行业利润326亿元，同比下降25.7%，上年同期为增长1.8倍。
"|
11|2010年一季度，我国水产品贸易进出口总量158.7万吨，进出口总额40.9亿美元，同比分别增长14.2%和29.0%．其中，出口量67.1万吨，出口量67.1万吨，出口额26.5亿美元，同比分别增长11.7%和24.9%;进口量91.6万吨，进口额14.4亿美元，同比分别增长16.0%和37.5%。|114.png
12|"中国汽车工业协会发布的2009年4月份中国汽车产销数据显示，在其他国家汽车销售进一步疲软的情况下，国内乘用车销量却持续上升，当月销量已达83．1万辆，比3月份增长7．59％，同比增长37．37％。 
    乘用车细分为基本型乘用车(轿车)、多功能车(MPV)、运动型多用途车(SUV)和交叉型乘用车。其中，轿车销量比3月份增长8．3％，同比增长33．04％；MPV销量比3月份下降3．54％，同比下降4．05％；SUV销量比3月份增长19．27％，同比增长22．55％；交叉型乘用车销量比3月份增长3．62％，同比增长70．66％。轿车、MPV、SUV和交叉型乘用车销量占4月份乘用车总销量的比重分别为71％、2％、6％和21％。"|
13|2008年，某省农产品进出口贸易总额为7．15亿美元，比上年增长25．2％。其中，出口额为5．02亿美元，增长22．1％；进口额为2．13亿美元，增长33．2％。农产品进出口贸易额占全省对外贸易总额的4．5％。出口额居前5位的产品为蔬菜、畜产品、水果、粮食和茶叶，而绿茶出口额占茶叶出口额的四分之三。全省农产品对东欧、非洲、拉美等国家和地区的市场进一步开拓，出口额比上一年进一步增长。其中，对美国的出口额增长16．0％；对日本的出口额增长7．3％；对韩国的出口额增长59．8％；对东盟的出口额增长58．6％。|245.png
14||246.png
15||247.png
16|新中国成立后，经过60年特别是改革开放以来的建设，我国公共卫生体系初步建立，卫生服务能力明显增强。2008年全国共有卫生机构27．8万个，比1949年增加约75倍；卫生技术人员为503万人，比1949年增加9．0倍；医院和卫生院床位数为374．8万张，比1949年增加45．9倍；每千人口医院、卫生院床位数为2．8张，远高于1949年0．15张的水平。|248.png
17|在2008年8月8日至24日奥运会期间，北京市的空气质量不仅天天达标，而且在10天达到一级，全面兑现了对奥运会空气质量的承诺。下图是2008年1—8月北京市大气质量检测情况，图中一、二、三、四级是空气质量等级。一级空气质量最好，一级和二级都是质量达标天气。2008年北京市的空气质量控制目标是全年达标天数累计达256天。|275.png
18|2006年，全国农村外出从业劳动力中，男性劳动力8134万人，占“％，从年龄构成上看，20岁以下占16.1%。21—30岁占36.5%； 31—40岁占29.5%；41—50占12.8%；51岁以上占5.1%。从文化程度看，文盲占1.2%；小学文化程度占18.7%；初中文化程度占8.7%；大专及以上文化程度占1.3%。|276.png
19||277.png
20|"全国2007年认定登记的技术合同共计220868项，同比增长7%,总成交金额2226亿元，同比增长22.44%平均每项技术合同成交金额突破百万元大关，达到100.78万元。
2007年全国共签订技术开发合同73320项，成交金额876亿元，分别比上年增长13.5%和22.2%共签订技术转让合同11474项，成交金额420亿元，成交金额同比增长30.8%。技术服务和技术咨询合同成交金额分别为840亿元和90亿元，分别比上年增长了209%和5.9%。
2007年，在全国认定登记的技术合同中。涉及技术秘密，计算机软件，专利，集成电路，生物医院，动植物新品种等各类知识产权的技术合同共计109740项，成交金额1477亿元，较上年增长刀5％，其中，技术秘密和计算机软件著作权的技术交易成交额居第一，第二，技术秘密合同成交76261项，成交金额1008亿元，较上年增长292%:计算机软件著作权合同成交27617项，成交金额255亿元，较上年增长了15.4%"|278.png
21|"    节能减排是党中央、国务院作出的重大决定部署，是“十一五”时期的一项约束性指标，是一条不可逾越的红线。我们将进一步统一思想，认真贯彻落实党的十七大精神，牢固树立抓节能减排就是落实科学发展观、转变经济发展方式的理念，充分认识节能减排工作的长期性、艰苦性和复杂性，切实加强节能减排工作的责任感和紧迫感，采取强有力的措施，千方百计确保实现国家和省政府下达我市的节能减排目标任务。

　　根据省政府节能减排工作有关要求，积极做好节能减排目标分解和督查工作，实行严格的目标责任制，将能耗与减排指标纳入各地经济社会发展综合评价和年度考核体系，作为各级政府领导班子任期内贯彻落实科学发展观的重要考核内容，作为企业负责人经营业绩的重要考核内容，实行节能减排工作问责制。同时，加大对民营企业节能减排工作考核和约束力度，对不能如期完成省、市节能减排目标任务的县和企业，不得参加年度的评先选优，不得享受相关的优惠政策。

　　认真落实国务院《关于促进产业结构调整暂行规定》，按照省政府《关于印发(2007年淘汰落后生产能力实施方案)的通知》要求，严格准入管理。对新上工业项目做好能源消耗和环境影响评价，不符合节能环保标准的不准开工建设，严格控制新上高耗能高污染项目，从源头上把关预防。发展低投入、低能耗、低污染、高效益的“三低一高”产业，同时压缩淘汰高投入、高能耗、高污染、低效益的“三高一低”产业。积极走新型工业化道路，调整优化工业结构，提高高新技术产业在工业中的比重。

　　切实抓好宏桥工业试点园和泰岳公司的循环经济试点工作，使之成为全市循环经济典范，并引导企业改变只靠自身“单打独斗”式的内部节能减排，走多企业、跨行业、区域间循环经济之路，推进企业之间消化工业废物的“循环链”，通过行业成员之间副产品和废物的交换、能量和废水的逐级利用、基础设施的共享，达到工业废物全面得到循环利用的目的，提升节能减排的成效。切实抓好省政府年初确定的我市6家公司清洁生产试点工作。

　　帮助重点耗能、高排放、高污染企业建立和推行严格的节能减排管理制度和有效的激励机制，调动广大职工节能的积极性。强化基础工作特别是统计工作，配备专职人员，将节能的目标和责任落实到车间、班组和个人。加强对重点耗能企业节能情况的跟踪、指导和监督，定期公布重点企业能源利用情况，督促企业围绕降低重点产品能耗单位的目标开展工作。加大重点企业技术改造和污染治理力度，逐年将污染源纳入限期治理，实施工业园区综合治理工程，建设工业园区集中式污水处理设施，减少污染物排放或实现零排放。"|
22|"　　玫瑰在植物分类上属于蔷薇科蔷薇属，已有上千年的栽培历史，在此期间，人们通过广泛杂交，培育出数量庞大的品种群。如今，世界各地(主要是北半球地区)生长着200多个种类的玫瑰。植物学家和园艺家一般将玫瑰分成两大类，即野生玫瑰和园林玫瑰。

　　野生玫瑰的自然分布区域位于北纬20。至70。之间。热带地区没有蔷薇属，在南半球也没有本地产玫瑰。因此该属所覆盖的地区涉及整个欧洲、北美洲及亚洲，但北部的北极地区、南部的热带地区及亚洲内陆几个干燥地区除外。野生玫瑰在理论上应主要集中在西亚中部和南部的山区，但在大西洋沿岸的北美洲也发现了大量种类。在非洲，只有在最西北部以及埃塞俄比亚才会长有野生玫瑰。

　　与野生玫瑰不同，园林玫瑰是由人而不是大自然培育的，它们是人工控制培育的结果，分成各种品种，还有着品种名称(一个品种就是具有某些显著特点的一种栽培植物，这些特点在该种植物广泛繁殖后仍然保留)。为了更容易从整体上把握，大量的玫瑰品种可分为不同的群，或者分为“古典园林玫瑰”和“现代园林玫瑰”。

　　几乎所有园林玫瑰的祖先都来自亚洲，它们大多是被西方世界鼎鼎大名的植物猎人、博物学家欧内斯特·威尔逊带到欧洲的，他曾在1906年和1919年间到中国、日本和朝鲜旅游，并向欧洲引进很多宝贵的植物。这些品种通过杂交繁殖，生成今天五彩缤纷的玫瑰。没有它们，就不会有一季多次开花的玫瑰，不会有黄色和深红色的玫瑰，也不会有攀援玫瑰。

　　首批玫瑰育种专家是18世纪末、19世纪初的法国人，他们在巴黎郊外的实验得到拿破仑的皇后约瑟芬的大力支持。早期的品种通过扦插法、压条法、硬木切割法，偶尔还通过芽嫁接法进行繁殖。l 9世纪初，一位法国玫瑰育种家通过人工授粉创造出第一批新品种。一般认为，如果一种玫瑰所属的品种在1867年以前已经存在，它就是“古典玫瑰”，“现代玫瑰”一词也是从1867年才开始使用的，当时正值第一批杂种茶香玫瑰引进欧洲。一般而言，现代玫瑰的市场生命期限都不是很长，尽管许多古典玫瑰品种都已有150年以上的寿命。今天，市场上的大多数玫瑰品种只有5年多的寿命，之后人们就会用更新一些、经过改良的品种加以取代。"|
23|"　　教育的目的是什么?教育的目的就是帮助人获得生存与生活的本领。不管一个人将来从事什么工作，都必须能继续自己的生活，解决日常生活中的问题。但我们的教育一直有一种忽视和轻视日常生活的倾向，在教育中一直将知识的学习与日常生活相脱离。日常生活一般是不会纳入到学生的学习内容的，学生的学习与他的日常生活是分离的，他只有学习的任务，而将日常生活交给他人，交给父母去料理。在知识学习与养成教育中，日常的、世俗化的生活更加边缘化。未来、理想、职业、人才，包括财富、明星、时尚等等，在这些传统大词与流行的概念与价值观中，总是难以寻觅到同常生活的影子，嗅不到人间烟火味，看不到油盐酱醋茶的坛坛罐罐。

　　其实，从人类的延续与个体生命的保障来说，同常生活比什么都重要。人们在日常生活中建构起了丰富的知识、规范、伦理与精神。由于日常生活的无所不包，它涉及到了人与这个世界、与自然广泛的联系。我们知道自己身体的秘密吗?如何使它更健康，更能给我们提供劳动的保障?我们应该如何处理和安排与周围人群的关系，如何与亲人相处?我们知道食物来自哪里，它们又分别是在哪个季节与我们相遇，它们的性格如何?在生活中，我们会遇到怎样的困难，又该如何应对?我们了解春夏秋冬，日月晨昏，了解节令的内容和地方的风土人情吗?我们该如何才不至于悖逆时日，违反了“规矩”?这些看起来确实平常，以至习焉不察，但从尊重人的生命、从以人为本的最基本的生命伦理来说，它又确实会给人全面的教益，是我们所必需的。

　　千万不要认为日常生活与精神无关，与形而上无关。一个真正懂得日常生活的人是能够从中发现思想，不断体会到精神的高度的。一花一世界，一木一天地，日常生活的细枝末节与我们头顶上的星空始终交相辉映。这样的精神首先在于人道与人性，日常生活的世界首先是此岸性的，它关乎人的生命，关乎人的幸福。承认日常生活的意义，就是表明人的肉身与感官享受的正当与合理，只有它，才是幸福的确证。"|
24|"　　地质纪年的名字和分类方法经常改变，不同年代的时间界限也飘忽不定。这有的是因为年代的重新定义，有的是因为测年方法不同，还有的是因为世界不同地方的研究者以不同的岩石作为同一年代的界标，导致具体时间界限存在争议。为了解决这个问题，地质学家们使用“金钉子”来作为公认的固定界标。

　　1869年，美国首条横穿美洲大陆的铁路贯通，这条铁路对美国的发展意义极其深远。为了纪念铁路的修建，在铁路竣工时钉下了最后一颗由黄金制成的道钉。这枚“金钉子”成为美国铁路划时代的标志。地质年代的分界线与其有异曲同工之处，于是金钉子被借用到地质学中。金钉子正式名称叫“全球层型剖面和层型点位”，有资格被称为“金钉子”的地方，是标志地质年代分界线的代表地点。这里的岩石和化石，记录了某个具有全球意义的重大地质事件。金钉子由国际地层委员会提名，国际地质科学联合会(IUGS)审核批准。金钉子一旦钉下，这个地点就成为某一地质时代分界点的惟一道标，即使对这里的岩石年龄测算结果发生改变，它的地位也不会发生变化。

　　1972年，第一颗金钉子被钉在捷克，这里发现了非常好的笔石化石。这是一种已经灭绝的水生无脊椎动物，它的出现标志着志留纪和泥盆纪的分界。但金钉子系统发展缓慢，在发布1989年版的地质年代表时，从寒武纪到现在的91个重要的地质年代分界点，钉上了金钉子的不到15个。

　　从1999年起，国际地质科学联合会加强了这方面的工作，竞争也变得激烈起来。有时候决定金钉子落点的不仅仅是科学，比如二叠纪到三叠纪分界的金钉子，虽然喀什米尔和伊朗也有地质记录上合格的地点，但这些地方太难到达了，不利于科学研究，于是中国浙江省长兴煤山地质剖面胜出。

　　现在全球的金钉子已经超过50颗。科学家希望，能尽快把过去6亿年来的重要地质分界都能钉上金钉子。但越是古老的年代，金钉子候选地点就越难找，因为越古老的石头越稀有，那时候也不会有什么大化石。如前所述，前寒武纪时期的多数年代界限是人为划定的，并没有地质根据，也就谈不上钉子。2004年，在澳大利亚钉下了前寒武纪的第一颗金钉子，它标志着6亿年前覆盖地球的冰河年代的结束，以及埃迪卡拉纪的开始。这就是标准放宽的结果——关于埃迪卡拉纪的地质和生物事件，并没有全球普遍存在的记录。"|
25|"　　所谓创新型经济，它体现资源节约和环境友好的要求，是以知识和人才为依托，以创新为主要驱动力，以发展拥有自主知识产权的新技术和新产品为着力点，以创新产业为标志的经济。我国各地发展创新型经济的经验证明，经济增长由物质资源投入转向创新驱动，节省的是物质资源、环境资源之类的物质投入，但不能节省资金投入。创新本身需要足够的投入来驱动。既然创新投入对创新型经济意义重大，对创新投入的激励机制建设就尤为重要，这种激励机制的形成与市场经济体制关系密切。

　　标准的市场经济理论排斥政府作用，至多是在市场失效以后才需要政府干预。这是在不考虑创新的条件下提出的。而一旦引入创新，就需要政府的积极介入。政府主动介入创新的必要性主要在两个方面，一是创新成果具有溢出效应。创新的知识和技术，不仅创新者受益，社会也会受益。这种外溢性同时也表明，创新不仅要支付私人成本，也要支付社会成本，这种公共性特征不只是靠政府规制来克服仿冒、剽窃等免费搭车行为，更为重要的是制定重大科技创新的国家计划，并通过公共财政对此类创新进行直接的或引导性的投入。

　　我国目前的提法是技术创新体系以市场为导向。这是针对以企业为创新源头的技术创新而言的，而对以科技进步为源头的科技创新来说，还应明确以国家目标为导向。

　　在市场经济条件下，企业对技术有自主的选择，市场也会通过资源配置来推动创新，但不排斥政府积极介入其自主的研发过程。自主创新的各个阶段与市场的距离大致可确定政府和市场结合作用的界线。离市场越近的阶段，市场机制的调节作用越大;离市场越远的阶段，政府的作用越大。这意味着在创造新知识和新思想的阶段，更多地需要政府介入，包括政府提供引导性投资和支持引进高端创新人才。根据各地发展创新型经济的实践，政府介入创新不是代替企业的主体地位，更不是挤出企业的创新投资，而是做更为公共的事情。"|
26|"　　古代书画以纸或绢为载体，因而也被称为“纸绢画”。不同时代的纸绢会自然而然带有该时代造纸或丝织工艺的特点。

　　绢是一种平纹组织的丝织物，早在原始社会就已出现。最初用生丝织造，质地比较粗疏;通过捶压等整理工序，生绢可以变成密度较大、坚韧挺括、平整均匀的熟绢，这种工艺大概在战国、秦汉时期已经出现于丝织业发达的山东一带。从实物和文献记载看，初唐以前书画都用生绢，经纬间并不十分精密，很难画得精细入微。这种生绢直至晚唐仍在使用，韩愈《桃源图》“生绡数幅垂中堂”中的“生绡”就是生绢。盛唐时期，画家开始使用洁白如银、质地平滑的熟绢，材料加工的进步，为丹青与水墨画风的细密精丽提供了保障。不过以生绢作画仍很流行，张僧繇、阎立本等人的画作都用生绢。

　　五代绘画用绢极粗，质地如布。宋人绘画用绢分为两种，一种是社会上普通画家所用的质地稀薄的绢，一种是为满足宫廷书画需要而特别制作的“细密如纸”的院绢。宋徽宗《听琴图》用的应该就是院绢，质地细密，灰尘不易沾污，加之保存较好，千年后仍洁白如新。

　　绢有一定幅宽，这是丝织工艺和政治制度双重因素作用下的结果。从工艺角度而言，古代的绢都是人工织成的，绢的幅宽和织布人的肩宽有密切关系，幅面太宽，投梭织纬就会十分困难。从政治角度而言，绢在古代是一种特殊商品，曾长期作为实物货币使用，西汉之后的历代官府都实行“钱帛兼行”的政策，绢帛不仅可以输纳捐税，还可用以偿付债务、俸禄等，因而要求统一规格和质量。西周时期规定绢帛幅宽为2.2尺，约合现在的43.8厘米，这个标准一直沿用到隋朝，但是由于尺寸变迁，绢的实际幅宽总体上呈逐代增长趋势，最宽时约合65.93厘米。唐、五代基本以1.8尺为官方标准，约合55厘米;宋代以2尺(61.44厘米)为幅宽标准。因为绢的幅面是个常数，作画人可在单幅绢面上绘制小型画;若要创作大型画面，通常采用将两幅或三幅绢面拼接起来的方法获得足够的宽度，比如范宽的《溪山行旅图》和郭熙的《早春图》，都画在两幅拼接起来的绢面上;范宽的《雪景寒林》和李唐的《万壑松风》，则是用三幅绢面拼合而成的。"|
27|2011—2012学年度某市共有普通高等学校89所，其中中央部委所属高校36所(包括教育部所属高校25所，其他部委所属高校11所)，市属高校53所(包括公办高校38所，民办高校15所)。|308.png
28|"    2011年全国营业性客车完成公路客运量328.62亿人、旅客周转量16760.25亿人公里，比上年分别增长7.6%和11.6%。全国完成水路客运量2.46亿人、旅客周转量74.53亿人公里，比上年分别增长9.8%和3.1%。
    2011年全国营业性货运车辆完成公路货运量282.01亿吨、货物周转量51374.74亿吨公里，比上年分别增长15.2%和18.4%。全国完成水路货运量42.60亿吨、货物周转量75423.84亿吨公里，比上年分别增长12.4%和10.2%。
    注：旅客周转量-旅客人数×平均运送距离;货物周转量=运送货物的重量×平均运送距离。"|309.png
29|"    2012年上半年，石油和化工行业规模以上企业累计总产值5.89万亿元，同比增长12.5%;利润总额3535.4亿元，同比下降15.9%;主营业务收入5.60万亿元，同比增长10.4%;资产总计8.10万亿元，同比增长12.8%;从业人员648.9万人，同比增长2.8%;固定资产投资7341.72亿元，同比增长30.7%;进出口总额3320.69亿美元，同比增长10.4%。

　　2012年1-6月，全国原油产量1.01亿吨，同比增长1.6%;天然气产量536.2亿立方米，同比增长6.3%;原油加工量2.29亿吨，同比增长1.7%;成品油产量1.38亿吨，同比增长4.4%;化肥总产量(折纯)3705.1万吨，同比增长11.9%;农药原药产量(折100%)172.4万吨，同比增长21.7%;乙烯产量758.4万吨，同比下降3.3%;甲醇产量1311.3万吨，同比增长17.3%;硫酸产量3737.8万吨，同比增长6.1%;烧碱产量1304.1万吨，同比增长3.2%;纯碱产量1203.1万吨，同比增长7.5%;合成树脂2605.2万吨，同比增长9.4%;轮胎外胎产量4.20亿条，同比增长8.2%。

　　6月份，石油和化工行业规模以上企业进出口总额518.3亿美元，同比增长2.4%，增速较5月显著回落，环比下降11.4%。其中，进口总额同比增长3.6%，创年内新低;出口同比降幅0.4%，延续出口低迷态势。1-6月全行业规模以上企业进出口总额，增幅比1-5月回落1.6个百分点，占全国进出口贸易总额的17.5%，累计逆差1543.38亿美元，同比扩大19.3%。"|
30|"    2011年全国农民工总量达到25278万人，比上年增长4.4%。其中，外出农民工15863万人，比上年增长3.4%;本地农民工9415万人，比上年增长5.9%。从农民工的就业地区来看，2011年在东部地区务工16566万人，占65.5%，比上年降1.5个百分点，中部地区4467万人，占65.5%，比上年降1.5个百分点，西部4245万人，占16.8%，比上年提高0.8个百分点。
    注：外出农民工：指调查年度内，在本乡镇地域以外从事6个月及以上的农村劳动力。

　　本地农民工：指调查年度内，在本乡镇内从事非农活动6个月及以上的农村劳动力。"|310.png
